PassengerId	Survived	Pclass	Age	SibSp	Parch	Fare	Embarked
1	0	3	0.740762748	1	0	0.014151058	0
2	1	1	1.279499292	1	0	0.139135735	1
3	1	3	0.875446884	0	0	0.01546857	0
4	1	1	1.17848619	1	0	0.103644297	0
5	0	3	1.17848619	0	0	0.015712554	0
6	0	3	0	0	0	0.016509502	2
7	0	1	1.818235836	0	0	0.101228858	0
8	0	3	0.067342068	3	1	0.04113566	0
9	1	3	0.909117918	0	2	0.021730754	0
10	1	2	0.471394476	1	0	0.058694293	1
11	1	3	0.134684136	1	1	0.032596229	0
12	1	1	1.952919972	0	0	0.051822149	0
13	0	3	0.67342068	0	0	0.015712554	0
14	0	3	1.313170326	1	5	0.061044735	0
15	0	3	0.471394476	0	0	0.015330377	0
16	1	2	1.85190687	0	0	0.03122992	0
17	0	3	0.067342068	4	1	0.056848214	2
18	1	2	0	0	0	0.02537431	0
19	0	3	1.043802054	1	0	0.03513366	0
20	1	3	0	0	0	0.014102261	1
21	0	2	1.17848619	0	0	0.05074862	0
22	1	2	1.144815156	0	0	0.02537431	0
23	1	3	0.50506551	0	0	0.015671955	2
24	1	1	0.942788952	0	0	0.069291385	0
25	0	3	0.269368272	3	1	0.04113566	0
26	1	3	1.279499292	1	5	0.06126432	0
27	0	3	0	0	0	0.014102261	1
28	0	1	0.639749646	3	2	0.513341812	0
29	1	3	0	0	0	0.015379174	2
30	0	3	0	0	0	0.015411575	0
31	0	1	1.34684136	0	0	0.054107398	1
32	1	1	0	1	0	0.285989555	1
33	1	3	0	0	0	0.015126993	2
34	0	2	2.222288244	0	0	0.020494635	0
35	0	1	0.942788952	1	0	0.16038672	1
36	0	1	1.414183428	1	0	0.10149724	0
37	1	3	0	0	0	0.014110459	1
38	0	3	0.707091714	0	0	0.015712554	0
39	0	3	0.606078612	2	0	0.03513366	0
40	1	3	0.471394476	1	0	0.021942337	1
41	0	3	1.34684136	1	0	0.018493968	0
42	0	2	0.909117918	1	0	0.04098927	0
43	0	3	0	0	0	0.015411575	1
44	1	2	0.101013102	1	2	0.081157193	1
45	1	3	0.639749646	0	0	0.015379174	2
46	0	3	0	0	0	0.015712554	0
47	0	3	0	1	0	0.030253985	2
48	1	3	0	0	0	0.015126993	2
49	0	3	0	2	0	0.04231498	1
50	0	3	0.606078612	1	0	0.034743286	0
51	0	3	0.235697238	4	1	0.077464841	0
52	0	3	0.707091714	0	0	0.015224586	0
53	1	1	1.649880666	1	0	0.149765424	1
54	1	2	0.976459986	1	0	0.05074862	0
55	0	1	2.18861721	0	1	0.120975342	1
56	1	1	0	0	0	0.069291385	0
57	1	2	0.707091714	0	0	0.020494635	0
58	0	3	0.959624469	0	0	0.014110459	1
59	1	2	0.16835517	1	2	0.054164393	0
60	0	3	0.370381374	5	2	0.091542703	0
61	0	3	0.740762748	0	0	0.014110459	1
62	1	1	1.279499292	0	0	0.156149601	0
63	0	1	1.51519653	1	0	0.162932349	0
64	0	3	0.134684136	3	2	0.054457173	0
65	0	1	0	0	0	0.054107398	1
66	1	3	0	1	1	0.02975782	1
67	1	2	0.976459986	0	0	0.020494635	0
68	0	3	0.639749646	0	0	0.015923941	0
69	1	3	0.572407578	4	2	0.01546857	0
70	0	3	0.875446884	2	0	0.016908074	0
71	0	2	1.077473088	0	0	0.020494635	0
72	0	3	0.538736544	5	2	0.091542703	0
73	0	2	0.707091714	0	0	0.143462446	0
74	0	3	0.875446884	1	0	0.028212719	1
75	1	3	1.077473088	0	0	0.110272458	0
76	0	3	0.84177585	0	0	0.014931806	0
77	0	3	0	0	0	0.015411575	0
78	0	3	0	0	0	0.015712554	0
79	1	2	0.027946958	0	2	0.05660423	0
80	1	3	1.01013102	0	0	0.024349578	0
81	0	3	0.740762748	0	0	0.01756683	0
82	1	3	0.976459986	0	0	0.018542765	0
83	1	3	0	0	0	0.015200188	2
84	0	1	0.942788952	0	0	0.091933077	0
85	1	2	0.572407578	0	0	0.020494635	0
86	1	3	1.111144122	3	0	0.03093714	0
87	0	3	0.538736544	1	3	0.067095532	0
88	0	3	0	0	0	0.015712554	0
89	1	1	0.774433782	3	2	0.513341812	0
90	0	3	0.808104816	0	0	0.015712554	0
91	0	3	0.976459986	0	0	0.015712554	0
92	0	3	0.67342068	0	0	0.015330377	0
93	0	1	1.548867564	1	0	0.119405648	0
94	0	3	0.875446884	1	2	0.040159725	0
95	0	3	1.986591006	0	0	0.014151058	0
96	0	3	0	0	0	0.015712554	0
97	0	1	2.390643414	0	0	0.067640494	1
98	1	1	0.774433782	0	1	0.123667166	1
99	1	2	1.144815156	0	1	0.04489301	0
100	0	2	1.144815156	1	0	0.05074862	0
101	0	3	0.942788952	0	0	0.015411575	0
102	0	3	0	0	0	0.015411575	0
103	0	1	0.707091714	0	1	0.150855153	0
104	0	3	1.111144122	0	0	0.016891873	0
105	0	3	1.245828258	2	0	0.01546857	0
106	0	3	0.942788952	0	0	0.015411575	0
107	1	3	0.707091714	0	0	0.014931806	0
108	1	3	0	0	0	0.015175789	0
109	0	3	1.279499292	0	0	0.015411575	0
110	1	3	0	1	0	0.047137661	2
111	0	1	1.582538598	0	0	0.10149724	0
112	0	3	0.488229993	1	0	0.028212719	1
113	0	3	0.740762748	0	0	0.015712554	0
114	0	3	0.67342068	1	0	0.019177123	0
115	0	3	0.572407578	0	0	0.028220722	1
116	0	3	0.707091714	0	0	0.01546857	0
117	0	3	2.373807897	0	0	0.015126993	2
118	0	2	0.976459986	1	0	0.04098927	0
119	0	1	0.808104816	0	1	0.483128426	1
120	0	3	0.067342068	4	2	0.061044735	0
121	0	2	0.707091714	2	0	0.143462446	0
122	0	3	0	0	0	0.015712554	0
123	0	2	1.094308605	1	0	0.058694293	1
124	1	2	1.094308605	0	0	0.02537431	0
125	0	1	1.818235836	0	1	0.150855153	0
126	1	3	0.404052408	1	0	0.021942337	1
127	0	3	0	0	0	0.015126993	2
128	1	3	0.808104816	0	0	0.01393967	0
129	1	3	0	1	1	0.043640495	1
130	0	3	1.51519653	0	0	0.013614293	0
131	0	3	1.111144122	0	0	0.015411575	1
132	0	3	0.67342068	0	0	0.013760684	0
133	0	3	1.582538598	1	0	0.028302115	0
134	1	2	0.976459986	1	0	0.05074862	0
135	0	2	0.84177585	0	0	0.02537431	0
136	0	2	0.774433782	0	0	0.029367446	1
137	1	1	0.639749646	0	2	0.051301585	0
138	0	1	1.245828258	1	0	0.103644297	0
139	0	3	0.538736544	0	0	0.0179898	0
140	0	1	0.808104816	0	0	0.154588105	1
141	0	3	0	0	2	0.02975782	1
142	1	3	0.740762748	0	0	0.015126993	0
143	1	3	0.808104816	1	0	0.03093714	0
144	0	3	0.639749646	0	0	0.013175123	2
145	0	2	0.606078612	0	0	0.022446505	0
146	0	2	0.639749646	1	1	0.071731223	0
147	1	3	0.909117918	0	0	0.015216388	0
148	0	3	0.303039306	2	2	0.067095532	0
149	0	2	1.228992741	0	2	0.05074862	0
150	0	2	1.414183428	0	0	0.02537431	0
151	0	2	1.717222734	0	0	0.024447172	0
152	1	1	0.740762748	1	0	0.129994543	0
153	0	3	1.868742387	0	0	0.015712554	0
154	0	3	1.363676877	0	2	0.028302115	0
155	0	3	0	0	0	0.014273049	0
156	0	1	1.717222734	0	1	0.11980422	1
157	1	3	0.538736544	0	0	0.015094396	2
158	0	3	1.01013102	0	0	0.015712554	0
159	0	3	0	0	0	0.016908074	0
160	0	3	0	8	2	0.135752559	0
161	0	3	1.481525496	0	1	0.031425107	0
162	1	2	1.34684136	0	0	0.030741953	0
163	0	3	0.875446884	0	0	0.015175789	0
164	0	3	0.572407578	0	0	0.016908074	0
165	0	3	0.033671034	4	1	0.077464841	0
166	1	3	0.303039306	0	2	0.040062132	0
167	1	1	0	0	1	0.10735285	0
168	0	3	1.51519653	1	4	0.054457173	0
169	0	1	0	0	0	0.05060223	0
170	0	3	0.942788952	0	0	0.110272458	0
171	0	1	2.053933074	0	0	0.065387645	0
172	0	3	0.134684136	4	1	0.056848214	2
173	1	3	0.033671034	1	1	0.021730754	0
174	0	3	0.707091714	0	0	0.01546857	0
175	0	1	1.885577904	0	0	0.059914211	1
176	0	3	0.606078612	1	1	0.015330377	0
177	0	3	0	3	1	0.049707688	0
178	0	1	1.6835517	0	0	0.056043068	1
179	0	2	1.01013102	0	0	0.02537431	0
180	0	3	1.212157224	0	0	0	0
181	0	3	0	8	2	0.135752559	0
182	0	2	0	0	0	0.029375644	1
183	0	3	0.303039306	4	2	0.06126432	0
184	1	2	0.033671034	2	1	0.07612293	0
185	1	3	0.134684136	0	2	0.042989937	0
186	0	1	0	0	0	0.0975935	0
187	1	3	0	1	0	0.030253985	2
188	1	1	1.51519653	0	0	0.051822149	0
189	0	3	1.34684136	1	1	0.030253985	2
190	0	3	1.212157224	0	0	0.015411575	0
191	1	2	1.077473088	0	0	0.02537431	0
192	0	2	0.639749646	0	0	0.02537431	0
193	1	3	0.639749646	1	0	0.015330377	0
194	1	2	0.101013102	1	1	0.05074862	0
195	1	1	1.481525496	0	0	0.054107398	1
196	1	1	1.952919972	0	0	0.285989555	1
197	0	3	0	0	0	0.015126993	2
198	0	3	1.414183428	0	1	0.016403906	0
199	1	3	0	0	0	0.015126993	2
200	0	2	0.808104816	0	0	0.02537431	0
201	0	3	0.942788952	0	0	0.018542765	0
202	0	3	0	8	2	0.135752559	0
203	0	3	1.144815156	0	0	0.012678957	0
204	0	3	1.532032047	0	0	0.014102261	1
205	1	3	0.606078612	0	0	0.015712554	0
206	0	3	0.067342068	0	1	0.02042144	0
207	0	3	1.077473088	1	0	0.03093714	0
208	1	3	0.875446884	0	0	0.036670758	1
209	1	3	0.538736544	0	0	0.015126993	2
210	1	1	1.34684136	0	0	0.06050797	1
211	0	3	0.808104816	0	0	0.013760684	0
212	1	2	1.17848619	0	0	0.04098927	0
213	0	3	0.740762748	0	0	0.014151058	0
214	0	2	1.01013102	0	0	0.02537431	0
215	0	3	0	1	0	0.015126993	2
216	1	1	1.043802054	1	0	0.221098075	1
217	1	3	0.909117918	0	0	0.01546857	0
218	0	2	1.414183428	1	0	0.05270049	0
219	1	1	1.077473088	0	0	0.148911481	1
220	0	2	1.01013102	0	0	0.020494635	0
221	1	3	0.538736544	0	0	0.015712554	0
222	0	2	0.909117918	0	0	0.02537431	0
223	0	3	1.717222734	0	0	0.015712554	0
224	0	3	0	0	0	0.015411575	0
225	1	1	1.279499292	1	0	0.175668301	0
226	0	3	0.740762748	0	0	0.018249985	0
227	1	2	0.639749646	0	0	0.020494635	0
228	0	3	0.690256197	0	0	0.014151058	0
229	0	2	0.606078612	0	0	0.02537431	0
230	0	3	0	3	1	0.049707688	0
231	1	1	1.17848619	1	0	0.162932349	0
232	0	3	0.976459986	0	0	0.015175789	0
233	0	2	1.986591006	0	0	0.026350245	0
234	1	3	0.16835517	4	2	0.06126432	0
235	0	2	0.808104816	0	0	0.020494635	0
236	0	3	0	0	0	0.014736619	0
237	0	2	1.481525496	1	0	0.05074862	0
238	1	2	0.269368272	0	2	0.051236588	0
239	0	2	0.639749646	0	0	0.020494635	0
240	0	2	1.111144122	0	0	0.023959204	0
241	0	3	0	1	0	0.028212719	1
242	1	3	0	1	0	0.030253985	2
243	0	2	0.976459986	0	0	0.020494635	0
244	0	3	0.740762748	0	0	0.013907074	0
245	0	3	1.01013102	0	0	0.014102261	1
246	0	1	1.481525496	2	0	0.175668301	2
247	0	3	0.84177585	0	0	0.015175789	0
248	1	2	0.808104816	0	2	0.028302115	0
249	1	1	1.245828258	1	1	0.102578967	0
250	0	2	1.818235836	1	0	0.05074862	0
251	0	3	0	0	0	0.014151058	0
252	0	3	0.976459986	1	1	0.02042144	0
253	0	1	2.087604108	0	0	0.051822149	0
254	0	3	1.01013102	1	0	0.031425107	0
255	0	3	1.380512394	0	2	0.039452173	0
256	1	3	0.976459986	0	2	0.02975782	1
257	1	1	0	0	0	0.154588105	1
258	1	1	1.01013102	0	0	0.168836756	0
259	1	1	1.17848619	0	0	1	1
260	1	2	1.6835517	0	1	0.05074862	0
261	0	3	0	0	0	0.015126993	2
262	1	3	0.101013102	4	2	0.06126432	0
263	0	1	1.750893768	1	1	0.155466446	0
264	0	1	1.34684136	0	0	0	0
265	0	3	0	0	0	0.015126993	2
266	0	2	1.212157224	0	0	0.020494635	0
267	0	3	0.538736544	4	1	0.077464841	0
268	1	3	0.84177585	1	0	0.015175789	0
269	1	1	1.952919972	0	1	0.299538851	0
270	1	1	1.17848619	0	0	0.26473857	0
271	0	1	0	0	0	0.06050797	0
272	1	3	0.84177585	0	0	0	0
273	1	2	1.380512394	0	1	0.038061465	0
274	0	1	1.245828258	0	1	0.057970539	1
275	1	3	0	0	0	0.015126993	2
276	1	1	2.121275142	1	0	0.152164468	0
277	0	3	1.51519653	0	0	0.015126993	0
278	0	2	0	0	0	0	0
279	0	3	0.235697238	4	1	0.056848214	2
280	1	3	1.17848619	1	1	0.039525368	0
281	0	3	2.18861721	0	0	0.015126993	2
282	0	3	0.942788952	0	0	0.015330377	0
283	0	3	0.538736544	0	0	0.018542765	0
284	1	3	0.639749646	0	0	0.015712554	0
285	0	1	0	0	0	0.05074862	0
286	0	3	1.111144122	0	0	0.016908074	1
287	1	3	1.01013102	0	0	0.018542765	0
288	0	3	0.740762748	0	0	0.015411575	0
289	1	2	1.414183428	0	0	0.02537431	0
290	1	3	0.740762748	0	0	0.015126993	2
291	1	1	0.875446884	0	0	0.15390495	0
292	1	1	0.639749646	1	0	0.177774759	1
293	0	2	1.212157224	0	0	0.025130326	1
294	0	3	0.808104816	0	0	0.01727405	0
295	0	3	0.808104816	0	0	0.015411575	0
296	0	1	0	0	0	0.054107398	1
297	0	3	0.791269299	0	0	0.014110459	1
298	0	1	0.067342068	1	2	0.2958059	0
299	1	1	0	0	0	0.059532035	0
300	1	1	1.6835517	0	1	0.483128426	1
301	1	3	0	0	0	0.015126993	2
302	1	3	0	2	0	0.045380978	2
303	0	3	0.639749646	0	0	0	0
304	1	2	0	0	0	0.024105595	2
305	0	3	0	0	0	0.015712554	0
306	1	1	0.030977351	1	2	0.2958059	0
307	1	1	0	0	0	0.216429788	1
308	1	1	0.572407578	1	0	0.212558644	1
309	0	2	1.01013102	1	0	0.04684488	1
310	1	1	1.01013102	0	0	0.111118398	1
311	1	1	0.808104816	0	0	0.162314192	1
312	1	1	0.606078612	2	2	0.512121894	1
313	0	2	0.875446884	1	1	0.05074862	0
314	0	3	0.942788952	0	0	0.015411575	0
315	0	2	1.447854462	1	1	0.051236588	0
316	1	3	0.875446884	0	0	0.015330377	0
317	1	2	0.808104816	1	0	0.05074862	0
318	0	2	1.818235836	0	0	0.02732618	0
319	1	1	1.043802054	0	2	0.321798367	0
320	1	1	1.34684136	1	1	0.262526516	1
321	0	3	0.740762748	0	0	0.014151058	0
322	0	3	0.909117918	0	0	0.015411575	0
323	1	2	1.01013102	0	0	0.024105595	2
324	1	2	0.740762748	1	1	0.05660423	0
325	0	3	0	8	2	0.135752559	0
326	1	1	1.212157224	0	0	0.26473857	1
327	0	3	2.053933074	0	0	0.012174789	0
328	1	2	1.212157224	0	0	0.02537431	0
329	1	3	1.043802054	1	1	0.040062132	0
330	1	1	0.538736544	0	1	0.113167862	1
331	1	3	0	2	0	0.045380978	2
332	0	1	1.532032047	0	0	0.055628295	0
333	0	1	1.279499292	0	1	0.299538851	0
334	0	3	0.538736544	2	0	0.03513366	0
335	1	1	0	1	0	0.260867427	0
336	0	3	0	0	0	0.015411575	0
337	0	1	0.976459986	1	0	0.129994543	0
338	1	1	1.380512394	0	0	0.262526516	1
339	1	3	1.51519653	0	0	0.015712554	0
340	0	1	1.51519653	0	0	0.069291385	0
341	1	2	0.067342068	1	1	0.05074862	0
342	1	1	0.808104816	3	2	0.513341812	0
343	0	2	0.942788952	0	0	0.02537431	0
344	0	2	0.84177585	0	0	0.02537431	0
345	0	2	1.212157224	0	0	0.02537431	0
346	1	2	0.808104816	0	0	0.02537431	0
347	1	2	1.34684136	0	0	0.02537431	0
348	1	3	0	1	0	0.031425107	0
349	1	3	0.101013102	1	1	0.031034733	0
350	0	3	1.414183428	0	0	0.016908074	0
351	0	3	0.774433782	0	0	0.018006001	0
352	0	1	0	0	0	0.06831545	0
353	0	3	0.50506551	1	1	0.014110459	1
354	0	3	0.84177585	1	0	0.034743286	0
355	0	3	0	0	0	0.014102261	1
356	0	3	0.942788952	0	0	0.018542765	0
357	1	1	0.740762748	0	1	0.10735285	0
358	0	2	1.279499292	0	0	0.02537431	0
359	1	3	0	0	0	0.015379174	2
360	1	3	0	0	0	0.015379174	2
361	0	3	1.34684136	1	4	0.054457173	0
362	0	2	0.976459986	1	0	0.054107398	1
363	0	3	1.51519653	0	1	0.028212719	1
364	0	3	1.17848619	0	0	0.013760684	0
365	0	3	0	1	0	0.030253985	2
366	0	3	1.01013102	0	0	0.014151058	0
367	1	1	2.02026204	1	0	0.146878218	1
368	1	3	0	0	0	0.014110459	1
369	1	3	0	0	0	0.015126993	2
370	1	1	0.808104816	0	0	0.135264592	1
371	1	1	0.84177585	1	0	0.108214991	1
372	0	3	0.606078612	1	0	0.012678957	0
373	0	3	0.639749646	0	0	0.015712554	0
374	0	1	0.740762748	0	0	0.26473857	1
375	0	3	0.101013102	3	1	0.04113566	0
376	1	1	0	1	0	0.16038672	1
377	1	3	0.740762748	0	0	0.014151058	0
378	0	1	0.909117918	0	2	0.412820507	1
379	0	3	0.67342068	0	0	0.007831878	1
380	0	3	0.639749646	0	0	0.015175789	0
381	1	1	1.414183428	0	0	0.444099224	1
382	1	3	0.033671034	0	2	0.030725752	1
383	0	3	1.077473088	0	0	0.01546857	0
384	1	1	1.17848619	1	0	0.10149724	0
385	0	3	0	0	0	0.015411575	0
386	0	2	0.606078612	0	0	0.143462446	0
387	0	3	0.033671034	5	2	0.091542703	0
388	1	2	1.212157224	0	0	0.02537431	0
389	0	3	0	0	0	0.015086394	2
390	1	2	0.572407578	0	0	0.02342244	1
391	1	1	1.212157224	1	2	0.234224401	0
392	1	3	0.707091714	0	0	0.015216388	0
393	0	3	0.942788952	2	0	0.01546857	0
394	1	1	0.774433782	1	0	0.221098075	1
395	1	3	0.808104816	0	2	0.032596229	0
396	0	3	0.740762748	0	0	0.015216388	0
397	0	3	1.043802054	0	0	0.015330377	0
398	0	2	1.548867564	0	0	0.05074862	0
399	0	2	0.774433782	0	0	0.020494635	0
400	1	2	0.942788952	0	0	0.024691156	0
401	1	3	1.313170326	0	0	0.01546857	0
402	0	3	0.875446884	0	0	0.015712554	0
403	0	3	0.707091714	1	0	0.019177123	0
404	0	3	0.942788952	1	0	0.03093714	0
405	0	3	0.67342068	0	0	0.016908074	0
406	0	2	1.144815156	1	0	0.04098927	0
407	0	3	1.717222734	0	0	0.015126993	0
408	1	2	0.101013102	1	1	0.036597563	0
409	0	3	0.707091714	0	0	0.015175789	0
410	0	3	0	3	1	0.049707688	0
411	0	3	0	0	0	0.015411575	0
412	0	3	0	0	0	0.01338651	2
413	1	1	1.111144122	1	0	0.175668301	2
414	0	2	0	0	0	0	0
415	1	3	1.481525496	0	0	0.01546857	0
416	0	3	0	0	0	0.015712554	0
417	1	2	1.144815156	1	1	0.063435775	0
418	1	2	0.606078612	0	2	0.02537431	0
419	0	2	1.01013102	0	0	0.02537431	0
420	0	3	0.33671034	0	2	0.047137661	0
421	0	3	0	0	0	0.015411575	1
422	0	3	0.707091714	0	0	0.015094396	2
423	0	3	0.976459986	0	0	0.015370976	0
424	0	3	0.942788952	1	1	0.028106928	0
425	0	3	0.606078612	1	1	0.039452173	0
426	0	3	0	0	0	0.014151058	0
427	1	2	0.942788952	1	0	0.05074862	0
428	1	2	0.639749646	0	0	0.05074862	0
429	0	3	0	0	0	0.015126993	2
430	1	3	1.077473088	0	0	0.015712554	0
431	1	1	0.942788952	0	0	0.051822149	0
432	1	3	0	1	0	0.031425107	0
433	1	2	1.414183428	1	0	0.05074862	0
434	0	3	0.572407578	0	0	0.013907074	0
435	0	1	1.6835517	1	0	0.109109533	0
436	1	1	0.471394476	1	2	0.234224401	0
437	0	3	0.707091714	2	2	0.067095532	0
438	1	2	0.808104816	2	3	0.036597563	0
439	0	1	2.154946176	1	4	0.513341812	0
440	0	2	1.043802054	0	0	0.020494635	0
441	1	2	1.51519653	1	1	0.051236588	0
442	0	3	0.67342068	0	0	0.018542765	0
443	0	3	0.84177585	1	0	0.015175789	0
444	1	2	0.942788952	0	0	0.02537431	0
445	1	3	0	0	0	0.015834545	0
